cancer_type,table_key,table_name_cn,tag_id,tag_name,field_key,annotation_scope,created_at,description,description_source
(跨癌种),ods_lab_test_detail,检验报告明细表,1336,a-羟丁酸脱氢酶,atom_0dff0b4cb477,structured,2026-05-30,"表示α-羟丁酸脱氢酶检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1212,ALT/AST,atom_13888e93106a,structured,2026-05-30,"谷丙与谷草转氨酶比值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2381,A群轮状病毒,A群轮状病毒,structured,2026-06-02,A群轮状病毒检测结果,generated
(跨癌种),ods_lab_test_detail,检验报告明细表,1707,CA125,atom_ffe51833628f,structured,2026-06-01,"癌抗原125检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1574,CA15-3,atom_fa08c33413c5,structured,2026-05-30,"癌抗原15-3检测值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,776,D二聚体,ts_d_dimer_category,structured,2026-05-29,"D二聚体检测结果数值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1559,EMAT/LVST,atom_32929409d3c1,structured,2026-05-30,"心电机械激活时间与左室收缩时间比值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1446,EMAT%,atom_ed1d123bce75,structured,2026-05-30,"EMAT检测结果的百分比。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2011,LVEF,atom_a3081f902ce8,structured,2026-06-01,"左心室射血分数数值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1447,LVST%,atom_4c6371494634,structured,2026-05-30,"LVST细胞所占百分比。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1055,PR间期,atom_1ef98586accb,structured,2026-05-30,"心电图P波至QRS波起始时间。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2288,P波,P波,structured,2026-06-02,"心电图P波检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1496,P波时限,atom_e233590a0ac5,structured,2026-05-30,"心电图P波的持续时间。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1929,P波电轴,atom_4914b678654b,structured,2026-06-01,"表示心电图P波电轴方向。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,955,QRS时限,atom_af39fe174b16,structured,2026-05-30,"心电图QRS波群持续时间。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1229,QRS电轴,atom_bad78605d943,structured,2026-05-30,"表示心电图QRS波群电轴方向。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2015,QT/QTcBz,atom_41f7bf3aea4b,structured,2026-06-01,"QT间期及Bazett校正QT值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1087,QT/QTc间期,atom_16b976ef87a9,structured,2026-05-30,"心电图QT及校正QT间期。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1639,RDW变异系数,atom_5103bc618b98,structured,2026-06-01,"红细胞体积分布宽度变异系数。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1638,RDW标准差,atom_bfb646e30207,structured,2026-06-01,"红细胞体积分布宽度的标准差。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1449,RV1+SV5,atom_fc513169bf9f,structured,2026-05-30,"RV1与SV5电压之和。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1476,RV5,atom_dabe30ca0217,structured,2026-05-30,"第5个参考值或参考范围。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1931,RV5/SV1电压,atom_ea3692a9aee3,structured,2026-06-01,"心电图RV5与SV1导联电压值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1478,RV5+SV1,atom_19012bca0078,structured,2026-05-30,"V5导联R波与V1导联S波电压之和。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2356,RV5振幅,RV5振幅,structured,2026-06-02,"心电图V5导联R波振幅。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1689,T波电轴,atom_4e57c8d4c9b7,structured,2026-06-01,"心电图T波电轴角度。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1694,Y-谷氨酰转肽酶(GGT),atom_ff519665b7d6,structured,2026-06-01,"γ-谷氨酰转肽酶检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1377,β2微球蛋白,atom_29af5b33225c,structured,2026-05-30,"β2微球蛋白检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,922,中性粒细胞百分数,atom_51a83c08dd31,structured,2026-05-30,"中性粒细胞占白细胞的比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,951,中性粒细胞计数,atom_47994e279908,structured,2026-05-30,"中性粒细胞的数量检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1411,中间值细胞百分比,atom_fd892722e06c,structured,2026-05-30,"中间值细胞占白细胞的比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1412,中间值细胞绝对值,atom_309b91d8a05a,structured,2026-05-30,"中间值细胞的绝对计数。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2487,乙肝核心抗体,乙肝核心抗体,structured,2026-06-02,"乙肝核心抗体检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1548,乙肝表面抗体定量,atom_f9469a4aa426,structured,2026-05-30,"乙肝表面抗体的定量检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1547,乙肝表面抗原定量,atom_f012c2e5f5a8,structured,2026-05-30,"表示乙肝表面抗原的定量结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,945,乳酸脱氢酶,atom_12036181222c,structured,2026-05-30,"血液中乳酸脱氢酶的检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1386,二氧化碳,atom_0f6811298a79,structured,2026-05-30,"血液中二氧化碳含量指标。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1391,亮氨酸氨肽酶,atom_f3cc689f5374,structured,2026-05-30,"检测样本中亮氨酸氨肽酶水平。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2489,人绒毛膜促性腺激素(HCG),人绒毛膜促性腺激素(HCG),structured,2026-06-02,"人绒毛膜促性腺激素检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,938,低密度脂蛋白胆固醇,atom_1c1182488de3,structured,2026-05-30,"低密度脂蛋白胆固醇检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2244,低血钾,manual:42eb6858912b,structured,2026-06-02,表示血钾水平低于正常范围,generated
(跨癌种),ods_lab_test_detail,检验报告明细表,2492,凝血象检查,凝血象检查,structured,2026-06-02,凝血功能相关检验结果信息,generated
(跨癌种),ods_lab_test_detail,检验报告明细表,1604,凝血酶原时间,atom_60a1c8e1a73f,structured,2026-06-01,"血浆凝血酶原时间检测值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1172,分布宽度标准差,atom_bace7414dfc2,structured,2026-05-30,"红细胞体积分布宽度的标准差。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2257,分析细胞数,分析细胞数,structured,2026-06-02,"本次检验分析的细胞数量。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,980,前白蛋白,atom_896b3fe1dafa,structured,2026-05-30,"表示血清前白蛋白检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,903,单核细胞数,atom_a05540c72f32,structured,2026-05-30,"表示血液中单核细胞的数量。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1174,单核细胞百分数,atom_0fb8459bda2f,structured,2026-05-30,"表示单核细胞占白细胞的比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1761,同型半胱氨酸,atom_df5610ba70b0,structured,2026-06-01,"血液同型半胱氨酸检测值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1629,唾液酸,atom_f12636c5cbb6,structured,2026-06-01,"样本中唾液酸的检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,844,嗜碱性粒细胞百分比,atom_be5ac417cbc7,structured,2026-05-30,"嗜碱性粒细胞占白细胞的比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,859,嗜碱性粒细胞绝对值,atom_4fc9a47a46ae,structured,2026-05-30,"嗜碱性粒细胞的绝对计数。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1626,嗜酸性粒细胞%,atom_a7c6b2607794,structured,2026-06-01,"嗜酸性粒细胞占白细胞的百分比。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,965,嗜酸性粒细胞计数,atom_1de18b50adce,structured,2026-05-30,"嗜酸性粒细胞数量结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1976,大便性状,atom_8a7f11f3cebb,structured,2026-06-01,记录大便外观性状,generated
(跨癌种),ods_lab_test_detail,检验报告明细表,2378,大便隐血,大便隐血,structured,2026-06-02,"粪便中隐匿血液检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1975,大便颜色,atom_f414cfa28115,structured,2026-06-01,记录大便样本的颜色特征,generated
(跨癌种),ods_lab_test_detail,检验报告明细表,906,大血小板比率,atom_757dc463e7b6,structured,2026-05-30,"大血小板在血小板中的占比。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1067,大血小板细胞数,atom_4c8e4f5fa5e5,structured,2026-05-30,"大血小板的数量计数。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1290,大血小板计数,atom_cdcc9628f6da,structured,2026-05-30,"大血小板数量的检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1633,天冬氨酸氨基转移酶(AST),atom_5bbdb3d9588a,structured,2026-06-01,"天冬氨酸氨基转移酶检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1479,天门冬氨酸/丙氨酸,atom_79b70462dc96,structured,2026-05-30,"天门冬氨酸与丙氨酸比值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2379,寄生虫卵,寄生虫卵,structured,2026-06-02,表示检验中发现的寄生虫卵情况,generated
(跨癌种),ods_lab_test_detail,检验报告明细表,863,尿素,atom_c045f736cd74,structured,2026-05-30,"尿素项目的检测结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1889,尿素/肌酐比值,atom_738219ab290a,structured,2026-06-01,"尿素与肌酐的比值结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,831,尿酸,atom_70aa252aa212,structured,2026-05-30,"尿酸检测结果数值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1096,巨大未成熟细胞数目,atom_31f6b07fe4b0,structured,2026-05-30,"巨大未成熟细胞的计数结果。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1097,巨大未成熟细胞百分比,atom_e056b2863921,structured,2026-05-30,"巨大未成熟细胞所占比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,835,平均红细胞体积,atom_a5dd3e0c8b1d,structured,2026-05-30,"红细胞平均体积的检测值。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1206,平均红细胞血红蛋白含量,atom_572f8f60e120,structured,2026-05-30,"单个红细胞平均血红蛋白量。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,836,平均血红蛋白浓度,atom_d61ceccb4a24,structured,2026-05-30,"红细胞内血红蛋白平均浓度。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1245,幼稚粒细胞百分比,atom_d5b5291f3bce,structured,2026-05-30,"幼稚粒细胞占白细胞比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,1244,幼稚粒细胞计数,atom_e8dbb81c2e5d,structured,2026-05-30,"血液中幼稚粒细胞的数量。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
(跨癌种),ods_lab_test_detail,检验报告明细表,2478,异型淋巴细胞百分比,异型淋巴细胞百分比,structured,2026-06-02,"异型淋巴细胞占白细胞的比例。若该值出现在原图表格中，value 按该行所在表格的列名原文返回对象，key 顺序按表头从左到右；不要改写成固定字段名。若该值出现在文本段落中，value 返回 {""数值"": null, ""单位"": null}，只填写原文明确出现的信息，缺失写 null。",config2_table_value_rule
